"Product_Code","Ref","Description","ItemRange","Width","Height","ItemSalesPrice_excl","ItemColour","LabourSiteFit","LabourFactory","IsTemplate"
"A9717-Lounge","A9717","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1675","1190","R2,948.52","BRONZE","R329.08","R460.71","FALSE"
"A9814-Bathroom","A9814","70mm OuterFrame-30.5mm case - Alu B/Bars","70mm OuterFrame-SIDE HUNG","1115","975","R2,694.27","BRONZE","R300.70","R420.98","FALSE"
"A9814-Bedroom","A9814","70mm OuterFrame-30.5mm case - Arched Window .. Overall Height Size = 1555 - Alu B/Bars as per picture on RC","70mm OuterFrame-SIDE HUNG","1125","985","R6,579.18","BRONZE","R223.48","R312.87","FALSE"
"A9911-DW1 Sidelight","A9911","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","595","1490","R1,938.45","WHITE","R216.34","R302.88","FALSE"
"A9915-Lounge Window","A9915","70mm OuterFrame-30.5mm case - No Bars","70mm OuterFrame-SIDE HUNG","2225","1460","R9,821.15","WHITE","R1,096.11","R1,534.55","FALSE"
"A9965-Kitchen","A9965","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1685","920","R3,819.60","WHITE","R271.28","R379.79","FALSE"
"B1238-Lounge Sidelight","B1238","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","3780","1485","R8,051.60","WHITE","R898.62","R1,258.06","FALSE"
"B1238-Main Bedroom","B1238","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","3615","1195","R10,303.90","WHITE","R699.44","R979.21","FALSE"
"B1467-Balcony Sidelight L","B1467","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","575","1235","R1,341.57","WHITE","R149.73","R209.62","FALSE"
"B1467-Balcony Sidelight R","B1467","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","575","1240","R1,344.97","WHITE","R150.11","R210.15","FALSE"
"B1467-Front Door Sidelights ","B1467","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","450","1860","R1,733.79","WHITE","R193.50","R270.90","FALSE"
"B1467-Kitchen","B1467","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1700","915","R2,477.86","WHITE","R276.55","R387.17","FALSE"
"B1467-Main Bed","B1467","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1710","1195","R2,983.59","WHITE","R332.99","R466.19","FALSE"
"B2061-Main Bed","B2061","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","3615","1195","R9,371.07","WHITE","R729.16","R1,020.83","FALSE"
"B2090-Bath","B2090","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1115","975","R2,501.00","BRONZE","R279.13","R390.78","FALSE"
"B2090-Bed 4","B2090","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1120","1490","R3,463.09","BRONZE","R386.51","R541.11","FALSE"
"B2090-Bedroom 2","B2090","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1115","1490","R3,457.30","BRONZE","R385.86","R540.20","FALSE"
"B2090-Kitchen","B2090","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1670","975","R3,051.78","BRONZE","R340.60","R476.84","FALSE"
"B2090-Kitchen 2","B2090","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1125","970","R2,405.48","BRONZE","R268.47","R375.86","FALSE"
"B2090-Lounge","B2090","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1130","1540","R3,557.27","BRONZE","R397.02","R555.82","FALSE"
"B2090-Lounge W2","B2090","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1120","1535","R3,532.87","BRONZE","R394.29","R552.01","FALSE"
"B2090-Lounge W3","B2090","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1125","970","R2,405.48","BRONZE","R268.47","R375.86","FALSE"
"B2090-Main Bath","B2090","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1130","970","R2,509.36","BRONZE","R280.06","R392.09","FALSE"
"B2090-Main Bed","B2090","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1120","1500","R3,478.60","BRONZE","R388.24","R543.53","FALSE"
"B2090-Main Bed W1","B2090","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1130","1210","R2,743.27","BRONZE","R306.17","R428.64","FALSE"
"B2090-Study","B2090","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1130","1505","R3,497.99","BRONZE","R390.40","R546.56","FALSE"
"B2188-Main Bed","B2188","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","3620","1195","R10,016.54","WHITE","R819.63","R1,147.48","FALSE"
"B2250-Guest Patio Sidelighs ","B2250","70mm OuterFrame-30.5mm case - 1xLeft , 1x Right","70mm OuterFrame-SIDE HUNG","600","1450","R1,720.99","CHARCOAL","R192.08","R268.91","FALSE"
"B2250-Main Bed Sidelights ","B2250","70mm OuterFrame-30.5mm case - 1xLeft , 1x Right","70mm OuterFrame-SIDE HUNG","600","1450","R1,720.99","CHARCOAL","R192.08","R268.91","FALSE"
"B2250-Scullery Sidelight ","B2250","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","600","1280","R1,586.34","CHARCOAL","R177.05","R247.87","FALSE"
"B2407-D1 Sidelight","B2407","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","890","1000","R2,479.51","WHITE","R276.73","R387.42","FALSE"
"B2410-W4","B2410","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","2450","1180","R6,580.74","WHITE","R734.46","R1,028.24","FALSE"
"B2468-Bed 2","B2468","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","1680","1265","R9,819.81","BRONZE","R394.17","R551.83","FALSE"
"B2468-Lounge ","B2468","70mm OuterFrame-30.5mm case","70mm OuterFrame-SIDE HUNG","2240","1260","R11,958.96","BRONZE","R490.18","R686.24","FALSE"
"B2536-Bathroom","B2536","70mm OuterFrame-30.5mm case - Alu B/Bars","70mm OuterFrame-SIDE HUNG","560","1220","R2,401.63","BRONZE","R268.04","R375.25","FALSE"
"B2536-Bed 1","B2536","70mm OuterFrame-30.5mm case - Alu B/Bars","70mm OuterFrame-SIDE HUNG","1100","1230","R3,795.59","BRONZE","R423.61","R593.06","FALSE"
